,state,year,condition,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
11578,new york,2013,max ,1.0,-1.0,3.0,12.0,21.0,23.0,27.0,24.0,21.0,16.0,6.0,1.0
11579,new york,2013,mean ,-4.0,-5.0,-1.0,6.0,14.0,18.0,22.0,18.0,14.0,10.0,1.0,-4.0
11592,new york,2018,min ,-13.0,-7.0,-6.0,-2.0,8.0,11.0,15.0,16.0,12.0,4.0,-3.0,-6.0
11593,new york,2018,max ,-2.0,3.0,3.0,8.0,22.0,23.0,28.0,26.0,22.0,13.0,4.0,2.0
11594,new york,2018,mean ,-7.0,-2.0,-2.0,3.0,16.0,17.0,22.0,21.0,17.0,8.0,1.0,-2.0
11607,new york,2023,min ,-4.0,-8.0,-5.0,2.0,4.0,11.0,16.0,13.0,11.0,7.0,,
11608,new york,2023,max ,2.0,3.0,5.0,16.0,19.0,23.0,27.0,24.0,22.0,16.0,,
11609,new york,2023,mean ,-1.0,-2.0,0.0,9.0,12.0,17.0,21.0,18.0,16.0,12.0,,
11859,north carolina,1978,min ,-4.0,-5.0,2.0,8.0,12.0,16.0,18.0,19.0,16.0,7.0,6.0,-1.0
11860,north carolina,1978,max ,6.0,6.0,14.0,22.0,24.0,29.0,30.0,31.0,28.0,22.0,18.0,13.0
11861,north carolina,1978,mean ,1.0,1.0,8.0,14.0,18.0,23.0,24.0,25.0,22.0,14.0,12.0,6.0
11874,north carolina,1983,min ,-2.0,-1.0,4.0,6.0,11.0,16.0,19.0,19.0,14.0,9.0,3.0,-2.0
11875,north carolina,1983,max ,8.0,10.0,16.0,18.0,24.0,28.0,32.0,32.0,27.0,22.0,17.0,10.0
11876,north carolina,1983,mean ,3.0,4.0,10.0,12.0,18.0,22.0,25.0,26.0,21.0,16.0,9.0,4.0
11889,north carolina,1988,min ,-4.0,-2.0,2.0,7.0,11.0,14.0,19.0,20.0,15.0,5.0,3.0,-2.0
11890,north carolina,1988,max ,7.0,11.0,17.0,21.0,25.0,29.0,31.0,31.0,26.0,19.0,17.0,11.0
11891,north carolina,1988,mean ,1.0,5.0,9.0,14.0,18.0,22.0,24.0,26.0,20.0,12.0,10.0,4.0
11904,north carolina,1993,min ,1.0,-2.0,2.0,6.0,13.0,17.0,21.0,18.0,16.0,8.0,3.0,-2.0
11905,north carolina,1993,max ,11.0,10.0,14.0,20.0,26.0,30.0,33.0,30.0,28.0,21.0,16.0,10.0
11906,north carolina,1993,mean ,6.0,4.0,8.0,13.0,19.0,23.0,27.0,24.0,22.0,14.0,10.0,4.0
11919,north carolina,1998,min ,1.0,2.0,3.0,8.0,14.0,18.0,19.0,18.0,16.0,8.0,4.0,2.0
11920,north carolina,1998,max ,12.0,12.0,16.0,21.0,26.0,30.0,31.0,31.0,29.0,23.0,17.0,14.0
11921,north carolina,1998,mean ,7.0,7.0,9.0,14.0,20.0,24.0,26.0,24.0,23.0,16.0,11.0,8.0
11934,north carolina,2003,min ,-3.0,-1.0,5.0,8.0,13.0,17.0,19.0,20.0,15.0,8.0,6.0,-2.0
11935,north carolina,2003,max ,8.0,11.0,17.0,21.0,24.0,28.0,29.0,30.0,26.0,21.0,20.0,11.0
11936,north carolina,2003,mean ,2.0,5.0,11.0,14.0,18.0,22.0,24.0,25.0,21.0,14.0,13.0,4.0
11949,north carolina,2008,min ,-2.0,1.0,3.0,8.0,11.0,18.0,18.0,18.0,16.0,7.0,2.0,2.0
11950,north carolina,2008,max ,10.0,14.0,17.0,21.0,25.0,32.0,31.0,30.0,27.0,21.0,14.0,13.0
11951,north carolina,2008,mean ,4.0,8.0,11.0,14.0,18.0,25.0,24.0,24.0,21.0,14.0,8.0,8.0
11964,north carolina,2013,min ,1.0,-1.0,0.0,8.0,12.0,18.0,20.0,18.0,14.0,10.0,2.0,1.0
11965,north carolina,2013,max ,12.0,11.0,13.0,21.0,24.0,28.0,29.0,28.0,27.0,21.0,15.0,13.0
11966,north carolina,2013,mean ,7.0,5.0,7.0,14.0,18.0,23.0,25.0,23.0,21.0,16.0,8.0,7.0
11979,north carolina,2018,min ,-4.0,5.0,2.0,6.0,16.0,19.0,19.0,19.0,19.0,11.0,3.0,2.0
11980,north carolina,2018,max ,8.0,17.0,13.0,20.0,27.0,31.0,31.0,30.0,29.0,22.0,14.0,12.0
11981,north carolina,2018,mean ,2.0,11.0,8.0,13.0,22.0,24.0,25.0,25.0,24.0,17.0,9.0,7.0
11994,north carolina,2023,min ,2.0,4.0,4.0,8.0,12.0,16.0,20.0,19.0,16.0,9.0,,
11995,north carolina,2023,max ,14.0,16.0,18.0,22.0,23.0,27.0,31.0,31.0,27.0,23.0,,
11996,north carolina,2023,mean ,8.0,11.0,11.0,16.0,18.0,21.0,26.0,25.0,21.0,16.0,,
12633,ohio,1978,min ,-12.0,-15.0,-5.0,3.0,9.0,14.0,16.0,16.0,13.0,3.0,1.0,-5.0
12634,ohio,1978,max ,-4.0,-3.0,5.0,16.0,21.0,27.0,28.0,27.0,26.0,16.0,11.0,4.0
12635,ohio,1978,mean ,-8.0,-9.0,0.0,9.0,14.0,21.0,22.0,22.0,19.0,10.0,6.0,0.0
12648,ohio,1983,min ,-6.0,-5.0,-1.0,3.0,7.0,14.0,17.0,17.0,11.0,6.0,1.0,-8.0
12649,ohio,1983,max ,2.0,6.0,11.0,13.0,20.0,27.0,31.0,31.0,26.0,17.0,11.0,-1.0
12650,ohio,1983,mean ,-2.0,1.0,5.0,8.0,13.0,21.0,24.0,23.0,18.0,12.0,6.0,-5.0
12663,ohio,1988,min ,-9.0,-8.0,-2.0,3.0,8.0,12.0,17.0,17.0,11.0,2.0,1.0,-6.0
12664,ohio,1988,max ,1.0,2.0,9.0,16.0,23.0,29.0,31.0,29.0,23.0,13.0,11.0,4.0
12665,ohio,1988,mean ,-4.0,-3.0,3.0,9.0,16.0,21.0,24.0,23.0,17.0,8.0,6.0,-1.0
12678,ohio,1993,min ,-4.0,-8.0,-2.0,3.0,8.0,14.0,18.0,16.0,11.0,4.0,1.0,-4.0
12679,ohio,1993,max ,4.0,2.0,6.0,15.0,22.0,26.0,29.0,29.0,22.0,17.0,9.0,3.0
12680,ohio,1993,mean ,0.0,-3.0,2.0,9.0,16.0,20.0,23.0,23.0,17.0,10.0,5.0,-1.0
12693,ohio,1998,min ,-2.0,-1.0,1.0,4.0,12.0,15.0,16.0,16.0,13.0,6.0,1.0,-2.0
12694,ohio,1998,max ,5.0,8.0,10.0,17.0,24.0,26.0,28.0,28.0,27.0,18.0,12.0,7.0
12695,ohio,1998,mean ,2.0,3.0,5.0,11.0,18.0,21.0,22.0,22.0,20.0,12.0,6.0,2.0
12708,ohio,2003,min ,-10.0,-8.0,-2.0,4.0,9.0,13.0,16.0,17.0,11.0,4.0,3.0,-3.0
12709,ohio,2003,max ,-2.0,1.0,11.0,18.0,21.0,24.0,28.0,28.0,23.0,17.0,13.0,4.0
12710,ohio,2003,mean ,-6.0,-4.0,5.0,11.0,15.0,19.0,22.0,22.0,17.0,11.0,8.0,0.0
12723,ohio,2008,min ,-7.0,-7.0,-2.0,5.0,7.0,15.0,16.0,14.0,12.0,4.0,-1.0,-6.0
12724,ohio,2008,max ,3.0,2.0,7.0,18.0,20.0,27.0,28.0,28.0,26.0,17.0,9.0,4.0
12725,ohio,2008,mean ,-2.0,-2.0,2.0,11.0,14.0,21.0,22.0,21.0,19.0,11.0,4.0,-1.0
12738,ohio,2013,min ,-6.0,-6.0,-3.0,3.0,11.0,15.0,17.0,15.0,11.0,6.0,-1.0,-4.0
12739,ohio,2013,max ,3.0,2.0,6.0,17.0,23.0,27.0,27.0,27.0,24.0,18.0,8.0,4.0
12740,ohio,2013,mean ,-1.0,-2.0,2.0,10.0,17.0,21.0,22.0,21.0,18.0,12.0,4.0,0.0
12753,ohio,2018,min ,-9.0,-3.0,-3.0,1.0,13.0,16.0,17.0,18.0,16.0,7.0,-1.0,-2.0
12754,ohio,2018,max ,1.0,7.0,7.0,13.0,26.0,27.0,29.0,28.0,26.0,18.0,6.0,6.0
12755,ohio,2018,mean ,-4.0,2.0,2.0,7.0,20.0,22.0,23.0,23.0,21.0,12.0,3.0,2.0
12768,ohio,2023,min ,-1.0,-3.0,-1.0,4.0,8.0,13.0,17.0,16.0,13.0,7.0,,
12769,ohio,2023,max ,6.0,9.0,10.0,18.0,22.0,26.0,28.0,27.0,24.0,18.0,,
12770,ohio,2023,mean ,2.0,3.0,4.0,11.0,15.0,19.0,23.0,21.0,18.0,13.0,,
13020,oklahoma,1978,min ,-9.0,-7.0,1.0,9.0,13.0,19.0,22.0,20.0,18.0,8.0,3.0,-4.0
13021,oklahoma,1978,max ,2.0,3.0,16.0,24.0,26.0,31.0,37.0,34.0,31.0,25.0,16.0,9.0
13022,oklahoma,1978,mean ,-3.0,-2.0,8.0,17.0,19.0,25.0,29.0,27.0,24.0,17.0,9.0,3.0
13035,oklahoma,1983,min ,-3.0,-1.0,3.0,5.0,11.0,16.0,21.0,22.0,16.0,11.0,4.0,-9.0
13036,oklahoma,1983,max ,8.0,10.0,14.0,18.0,25.0,29.0,34.0,37.0,31.0,23.0,16.0,2.0
13037,oklahoma,1983,mean ,3.0,5.0,8.0,12.0,18.0,23.0,27.0,29.0,23.0,17.0,10.0,-4.0
13050,oklahoma,1988,min ,-6.0,-3.0,2.0,7.0,13.0,18.0,21.0,21.0,15.0,8.0,3.0,-2.0
13051,oklahoma,1988,max ,6.0,11.0,16.0,22.0,27.0,33.0,33.0,34.0,29.0,21.0,17.0,13.0
13052,oklahoma,1988,mean ,0.0,4.0,9.0,14.0,20.0,25.0,27.0,28.0,22.0,14.0,10.0,5.0
13065,oklahoma,1993,min ,-3.0,-2.0,2.0,7.0,13.0,18.0,22.0,21.0,13.0,7.0,-1.0,-2.0
13066,oklahoma,1993,max ,7.0,9.0,14.0,19.0,24.0,30.0,34.0,34.0,28.0,21.0,13.0,12.0
13067,oklahoma,1993,mean ,2.0,3.0,8.0,13.0,19.0,24.0,28.0,28.0,21.0,14.0,6.0,5.0
13080,oklahoma,1998,min ,-1.0,1.0,2.0,7.0,15.0,19.0,22.0,21.0,19.0,11.0,6.0,-2.0
13081,oklahoma,1998,max ,10.0,13.0,13.0,21.0,29.0,33.0,37.0,35.0,33.0,23.0,17.0,11.0
13082,oklahoma,1998,mean ,4.0,7.0,8.0,14.0,22.0,26.0,29.0,28.0,26.0,17.0,11.0,4.0
13095,oklahoma,2003,min ,-4.0,-3.0,3.0,8.0,13.0,17.0,21.0,21.0,14.0,9.0,4.0,-1.0
13096,oklahoma,2003,max ,9.0,9.0,17.0,23.0,27.0,29.0,36.0,35.0,27.0,24.0,16.0,12.0
13097,oklahoma,2003,mean ,3.0,3.0,9.0,16.0,20.0,23.0,28.0,28.0,21.0,17.0,10.0,6.0
13110,oklahoma,2008,min ,-4.0,-2.0,3.0,7.0,13.0,19.0,21.0,20.0,14.0,8.0,2.0,-4.0
13111,oklahoma,2008,max ,11.0,12.0,18.0,22.0,27.0,32.0,34.0,32.0,27.0,23.0,17.0,11.0
13112,oklahoma,2008,mean ,3.0,5.0,10.0,14.0,20.0,26.0,27.0,26.0,21.0,16.0,10.0,3.0
13125,oklahoma,2013,min ,-2.0,-2.0,2.0,6.0,12.0,19.0,20.0,20.0,17.0,9.0,2.0,-5.0
13126,oklahoma,2013,max ,11.0,12.0,15.0,19.0,26.0,32.0,33.0,33.0,32.0,22.0,14.0,8.0
13127,oklahoma,2013,mean ,4.0,5.0,8.0,12.0,19.0,26.0,26.0,27.0,24.0,16.0,8.0,2.0
13140,oklahoma,2018,min ,-5.0,-2.0,4.0,4.0,17.0,21.0,21.0,20.0,18.0,10.0,0.0,-1.0
13141,oklahoma,2018,max ,10.0,12.0,19.0,20.0,31.0,33.0,35.0,33.0,28.0,21.0,14.0,11.0
13142,oklahoma,2018,mean ,2.0,5.0,12.0,12.0,24.0,27.0,28.0,26.0,23.0,16.0,7.0,4.0
13155,oklahoma,2023,min ,-2.0,-1.0,3.0,7.0,14.0,18.0,21.0,21.0,17.0,10.0,,
13156,oklahoma,2023,max ,13.0,13.0,17.0,22.0,27.0,31.0,34.0,36.0,32.0,24.0,,
13157,oklahoma,2023,mean ,6.0,6.0,10.0,14.0,21.0,24.0,27.0,28.0,24.0,17.0,,
13407,oregon,1978,min ,-2.0,-1.0,0.0,1.0,2.0,7.0,10.0,9.0,6.0,1.0,-5.0,-8.0
13408,oregon,1978,max ,4.0,7.0,12.0,11.0,15.0,22.0,26.0,24.0,19.0,18.0,6.0,2.0
13409,oregon,1978,mean ,2.0,3.0,6.0,6.0,9.0,14.0,18.0,17.0,13.0,10.0,1.0,-3.0
13422,oregon,1983,min ,-2.0,-1.0,1.0,-1.0,4.0,6.0,9.0,11.0,5.0,2.0,1.0,-6.0
13423,oregon,1983,max ,6.0,7.0,9.0,11.0,18.0,20.0,23.0,26.0,21.0,16.0,7.0,1.0
13424,oregon,1983,mean ,2.0,3.0,5.0,5.0,11.0,13.0,16.0,18.0,13.0,9.0,4.0,-3.0
13437,oregon,1988,min ,-6.0,-3.0,-2.0,1.0,3.0,7.0,10.0,8.0,6.0,5.0,-1.0,-5.0
13438,oregon,1988,max ,3.0,9.0,10.0,14.0,17.0,22.0,28.0,27.0,23.0,21.0,7.0,4.0
13439,oregon,1988,mean ,-1.0,3.0,4.0,8.0,10.0,14.0,19.0,18.0,14.0,13.0,3.0,-1.0
13452,oregon,1993,min ,-8.0,-7.0,0.0,1.0,6.0,6.0,7.0,8.0,6.0,3.0,-6.0,-3.0
13453,oregon,1993,max ,1.0,3.0,9.0,11.0,19.0,19.0,21.0,24.0,24.0,17.0,7.0,4.0
13454,oregon,1993,mean ,-3.0,-2.0,4.0,6.0,12.0,13.0,14.0,16.0,15.0,10.0,1.0,1.0
13467,oregon,1998,min ,-2.0,-2.0,-1.0,1.0,3.0,7.0,12.0,10.0,8.0,1.0,0.0,-6.0
13468,oregon,1998,max ,5.0,6.0,9.0,13.0,14.0,21.0,28.0,29.0,24.0,14.0,7.0,3.0
13469,oregon,1998,mean ,2.0,2.0,4.0,7.0,9.0,13.0,20.0,19.0,17.0,8.0,3.0,-1.0
13482,oregon,2003,min ,0.0,-4.0,0.0,0.0,3.0,7.0,12.0,10.0,7.0,4.0,-3.0,-2.0
13483,oregon,2003,max ,7.0,7.0,10.0,11.0,17.0,24.0,31.0,28.0,24.0,18.0,6.0,4.0
13484,oregon,2003,mean ,4.0,2.0,5.0,5.0,11.0,16.0,21.0,19.0,16.0,11.0,1.0,1.0
13497,oregon,2008,min ,-7.0,-3.0,-3.0,-2.0,4.0,6.0,10.0,9.0,6.0,2.0,1.0,-6.0
13498,oregon,2008,max ,2.0,7.0,8.0,11.0,17.0,22.0,28.0,27.0,24.0,16.0,11.0,3.0
13499,oregon,2008,mean ,-2.0,2.0,2.0,4.0,11.0,13.0,19.0,18.0,15.0,9.0,6.0,-1.0
13512,oregon,2013,min ,-6.0,-3.0,-1.0,0.0,4.0,7.0,11.0,11.0,8.0,1.0,-1.0,-7.0
13513,oregon,2013,max ,3.0,7.0,11.0,13.0,18.0,23.0,30.0,27.0,21.0,14.0,9.0,4.0
13514,oregon,2013,mean ,-2.0,2.0,4.0,7.0,11.0,15.0,21.0,19.0,14.0,8.0,4.0,-2.0
13527,oregon,2018,min ,-1.0,-4.0,-2.0,1.0,6.0,7.0,11.0,10.0,6.0,2.0,-2.0,-4.0
13528,oregon,2018,max ,7.0,6.0,9.0,13.0,20.0,22.0,29.0,28.0,22.0,16.0,9.0,4.0
13529,oregon,2018,mean ,3.0,1.0,3.0,7.0,13.0,14.0,21.0,19.0,14.0,9.0,4.0,0.0
13542,oregon,2023,min ,-4.0,-6.0,-4.0,-1.0,6.0,7.0,11.0,12.0,7.0,3.0,,
13543,oregon,2023,max ,4.0,6.0,6.0,12.0,19.0,22.0,29.0,28.0,21.0,16.0,,
13544,oregon,2023,mean ,0.0,0.0,1.0,6.0,13.0,15.0,20.0,19.0,14.0,10.0,,
13794,pennsylvania,1978,min ,-11.0,-14.0,-6.0,1.0,7.0,11.0,14.0,16.0,11.0,2.0,-1.0,-6.0
13795,pennsylvania,1978,max ,-3.0,-3.0,5.0,14.0,19.0,25.0,26.0,27.0,23.0,15.0,10.0,3.0
13796,pennsylvania,1978,mean ,-7.0,-8.0,-1.0,7.0,13.0,18.0,20.0,21.0,17.0,9.0,4.0,-1.0
13809,pennsylvania,1983,min ,-7.0,-7.0,-2.0,2.0,6.0,12.0,14.0,15.0,9.0,4.0,0.0,-8.0
13810,pennsylvania,1983,max ,1.0,4.0,8.0,12.0,19.0,26.0,29.0,28.0,24.0,16.0,9.0,-1.0
13811,pennsylvania,1983,mean ,-3.0,-2.0,3.0,7.0,12.0,19.0,22.0,22.0,17.0,11.0,5.0,-4.0
13824,pennsylvania,1988,min ,-11.0,-8.0,-3.0,2.0,8.0,11.0,16.0,16.0,9.0,2.0,0.0,-7.0
13825,pennsylvania,1988,max ,-1.0,2.0,9.0,14.0,21.0,26.0,30.0,28.0,22.0,13.0,10.0,3.0
13826,pennsylvania,1988,mean ,-6.0,-3.0,3.0,8.0,14.0,18.0,23.0,22.0,15.0,7.0,5.0,-2.0
13839,pennsylvania,1993,min ,-5.0,-11.0,-5.0,2.0,7.0,12.0,16.0,14.0,10.0,3.0,-1.0,-6.0
13840,pennsylvania,1993,max ,3.0,1.0,5.0,14.0,22.0,25.0,28.0,27.0,21.0,15.0,9.0,2.0
13841,pennsylvania,1993,mean ,-1.0,-5.0,0.0,8.0,14.0,18.0,22.0,21.0,16.0,9.0,4.0,-2.0
13854,pennsylvania,1998,min ,-3.0,-2.0,-1.0,3.0,11.0,13.0,14.0,14.0,11.0,5.0,-1.0,-3.0
13855,pennsylvania,1998,max ,5.0,6.0,9.0,16.0,23.0,24.0,27.0,27.0,25.0,17.0,11.0,7.0
13856,pennsylvania,1998,mean ,1.0,2.0,4.0,9.0,17.0,18.0,21.0,21.0,18.0,11.0,5.0,2.0
13869,pennsylvania,2003,min ,-11.0,-9.0,-4.0,2.0,8.0,12.0,14.0,16.0,11.0,3.0,2.0,-5.0
13870,pennsylvania,2003,max ,-3.0,-1.0,9.0,15.0,19.0,23.0,27.0,27.0,22.0,15.0,12.0,3.0
13871,pennsylvania,2003,mean ,-7.0,-5.0,3.0,8.0,13.0,18.0,21.0,21.0,16.0,9.0,7.0,-1.0
13884,pennsylvania,2008,min ,-6.0,-7.0,-4.0,3.0,5.0,14.0,15.0,12.0,11.0,3.0,-1.0,-6.0
13885,pennsylvania,2008,max ,3.0,2.0,7.0,17.0,19.0,27.0,28.0,26.0,23.0,16.0,8.0,4.0
13886,pennsylvania,2008,mean ,-2.0,-3.0,2.0,11.0,12.0,20.0,22.0,19.0,17.0,9.0,3.0,-1.0
13899,pennsylvania,2013,min ,-6.0,-7.0,-3.0,2.0,8.0,13.0,17.0,13.0,9.0,6.0,-2.0,-5.0
13900,pennsylvania,2013,max ,2.0,1.0,5.0,16.0,22.0,26.0,28.0,26.0,23.0,17.0,8.0,3.0
13901,pennsylvania,2013,mean ,-2.0,-3.0,1.0,9.0,14.0,19.0,22.0,19.0,16.0,12.0,3.0,-1.0
13914,pennsylvania,2018,min ,-11.0,-4.0,-4.0,0.0,11.0,13.0,16.0,17.0,14.0,6.0,-1.0,-3.0
13915,pennsylvania,2018,max ,0.0,6.0,5.0,12.0,24.0,25.0,28.0,27.0,23.0,16.0,6.0,4.0
13916,pennsylvania,2018,mean ,-5.0,1.0,1.0,6.0,18.0,19.0,22.0,22.0,19.0,11.0,2.0,1.0
13929,pennsylvania,2023,min ,-2.0,-4.0,-3.0,3.0,6.0,11.0,16.0,14.0,12.0,7.0,,
13930,pennsylvania,2023,max ,6.0,8.0,8.0,18.0,21.0,24.0,28.0,26.0,23.0,18.0,,
13931,pennsylvania,2023,mean ,2.0,2.0,3.0,11.0,13.0,18.0,22.0,20.0,17.0,12.0,,
14955,south dakota,1978,min ,-22.0,-18.0,-7.0,1.0,7.0,11.0,14.0,13.0,10.0,1.0,-9.0,-16.0
14956,south dakota,1978,max ,-11.0,-8.0,4.0,12.0,20.0,26.0,29.0,29.0,27.0,17.0,4.0,-5.0
14957,south dakota,1978,mean ,-17.0,-13.0,-1.0,6.0,13.0,19.0,22.0,21.0,18.0,9.0,-3.0,-11.0
14970,south dakota,1983,min ,-9.0,-7.0,-4.0,-2.0,4.0,11.0,16.0,17.0,8.0,2.0,-4.0,-21.0
14971,south dakota,1983,max ,2.0,4.0,4.0,11.0,18.0,24.0,31.0,33.0,24.0,16.0,4.0,-12.0
14972,south dakota,1983,mean ,-4.0,-1.0,0.0,4.0,11.0,18.0,24.0,25.0,16.0,8.0,0.0,-17.0
14985,south dakota,1988,min ,-17.0,-14.0,-6.0,-1.0,9.0,16.0,16.0,14.0,7.0,0.0,-6.0,-11.0
14986,south dakota,1988,max ,-4.0,-1.0,8.0,17.0,23.0,32.0,32.0,31.0,23.0,16.0,6.0,2.0
14987,south dakota,1988,mean ,-11.0,-8.0,1.0,8.0,16.0,24.0,24.0,22.0,15.0,8.0,1.0,-4.0
15000,south dakota,1993,min ,-17.0,-16.0,-6.0,0.0,6.0,10.0,13.0,13.0,5.0,0.0,-8.0,-10.0
15001,south dakota,1993,max ,-5.0,-5.0,6.0,12.0,20.0,22.0,25.0,27.0,20.0,15.0,3.0,0.0
15002,south dakota,1993,mean ,-11.0,-11.0,0.0,6.0,13.0,16.0,19.0,20.0,13.0,8.0,-2.0,-5.0
15015,south dakota,1998,min ,-13.0,-4.0,-8.0,1.0,8.0,10.0,16.0,15.0,11.0,3.0,-3.0,-11.0
15016,south dakota,1998,max ,-2.0,4.0,1.0,15.0,22.0,22.0,29.0,29.0,27.0,15.0,7.0,3.0
15017,south dakota,1998,mean ,-7.0,0.0,-3.0,8.0,15.0,16.0,23.0,22.0,19.0,9.0,2.0,-4.0
15030,south dakota,2003,min ,-13.0,-14.0,-7.0,2.0,6.0,11.0,16.0,16.0,7.0,3.0,-8.0,-8.0
15031,south dakota,2003,max ,-1.0,-2.0,7.0,16.0,19.0,24.0,31.0,32.0,23.0,19.0,3.0,2.0
15032,south dakota,2003,mean ,-7.0,-8.0,0.0,8.0,13.0,17.0,23.0,23.0,16.0,11.0,-3.0,-3.0
15045,south dakota,2008,min ,-16.0,-14.0,-7.0,-2.0,4.0,11.0,15.0,14.0,8.0,2.0,-4.0,-16.0
15046,south dakota,2008,max ,-3.0,-1.0,7.0,13.0,18.0,24.0,30.0,29.0,23.0,15.0,6.0,-4.0
15047,south dakota,2008,mean ,-9.0,-7.0,0.0,6.0,12.0,17.0,22.0,22.0,16.0,8.0,1.0,-10.0
15060,south dakota,2013,min ,-13.0,-11.0,-9.0,-4.0,6.0,12.0,15.0,15.0,11.0,1.0,-7.0,-17.0
15061,south dakota,2013,max ,-2.0,1.0,4.0,9.0,20.0,25.0,29.0,28.0,26.0,12.0,7.0,-4.0
15062,south dakota,2013,mean ,-7.0,-5.0,-2.0,2.0,13.0,18.0,22.0,22.0,18.0,7.0,0.0,-11.0
15075,south dakota,2018,min ,-14.0,-18.0,-6.0,-4.0,9.0,14.0,15.0,13.0,9.0,-1.0,-7.0,-9.0
15076,south dakota,2018,max ,-2.0,-5.0,4.0,9.0,24.0,27.0,29.0,28.0,23.0,12.0,4.0,1.0
15077,south dakota,2018,mean ,-8.0,-12.0,-1.0,2.0,17.0,21.0,22.0,21.0,16.0,6.0,-2.0,-4.0
15090,south dakota,2023,min ,-12.0,-12.0,-10.0,-2.0,8.0,14.0,14.0,14.0,11.0,2.0,,
15091,south dakota,2023,max ,-2.0,1.0,1.0,12.0,24.0,28.0,29.0,29.0,26.0,15.0,,
15092,south dakota,2023,mean ,-7.0,-6.0,-5.0,5.0,16.0,21.0,21.0,22.0,18.0,8.0,,
15342,tennessee,1978,min ,-8.0,-7.0,1.0,8.0,12.0,17.0,19.0,18.0,16.0,4.0,4.0,-2.0
15343,tennessee,1978,max ,2.0,3.0,13.0,22.0,24.0,29.0,32.0,31.0,29.0,22.0,17.0,11.0
15344,tennessee,1978,mean ,-3.0,-2.0,7.0,15.0,18.0,23.0,25.0,24.0,22.0,13.0,11.0,4.0
15357,tennessee,1983,min ,-3.0,-1.0,3.0,4.0,11.0,16.0,19.0,19.0,13.0,8.0,2.0,-4.0
15358,tennessee,1983,max ,7.0,10.0,14.0,17.0,23.0,28.0,32.0,33.0,28.0,22.0,15.0,5.0
15359,tennessee,1983,mean ,2.0,4.0,9.0,11.0,17.0,22.0,26.0,26.0,21.0,16.0,8.0,0.0
15372,tennessee,1988,min ,-5.0,-4.0,2.0,6.0,9.0,14.0,19.0,19.0,14.0,4.0,3.0,-2.0
15373,tennessee,1988,max ,6.0,9.0,16.0,21.0,26.0,32.0,31.0,32.0,27.0,18.0,16.0,10.0
15374,tennessee,1988,mean ,0.0,3.0,9.0,14.0,18.0,23.0,25.0,26.0,21.0,11.0,9.0,4.0
15387,tennessee,1993,min ,0.0,-3.0,2.0,6.0,12.0,17.0,20.0,18.0,13.0,7.0,1.0,-1.0
15388,tennessee,1993,max ,9.0,9.0,12.0,19.0,24.0,29.0,33.0,31.0,27.0,21.0,14.0,8.0
15389,tennessee,1993,mean ,4.0,3.0,7.0,12.0,18.0,23.0,27.0,25.0,20.0,13.0,8.0,4.0
15402,tennessee,1998,min ,1.0,2.0,4.0,7.0,14.0,18.0,20.0,18.0,16.0,8.0,3.0,1.0
15403,tennessee,1998,max ,10.0,11.0,14.0,20.0,27.0,30.0,31.0,31.0,31.0,24.0,17.0,11.0
15404,tennessee,1998,mean ,6.0,7.0,9.0,13.0,21.0,24.0,26.0,24.0,23.0,16.0,10.0,6.0
15417,tennessee,2003,min ,-6.0,-1.0,4.0,8.0,13.0,15.0,19.0,19.0,13.0,8.0,5.0,-2.0
15418,tennessee,2003,max ,6.0,8.0,17.0,22.0,24.0,27.0,30.0,31.0,26.0,22.0,17.0,9.0
15419,tennessee,2003,mean ,0.0,3.0,11.0,15.0,19.0,21.0,24.0,25.0,20.0,14.0,11.0,3.0
15432,tennessee,2008,min ,-3.0,-1.0,3.0,7.0,12.0,17.0,18.0,17.0,15.0,7.0,1.0,-1.0
15433,tennessee,2008,max ,8.0,11.0,16.0,21.0,24.0,31.0,31.0,30.0,28.0,21.0,13.0,10.0
15434,tennessee,2008,mean ,2.0,6.0,9.0,14.0,18.0,24.0,24.0,24.0,22.0,14.0,7.0,4.0
15447,tennessee,2013,min ,0.0,-1.0,0.0,7.0,12.0,17.0,18.0,18.0,15.0,9.0,1.0,-1.0
15448,tennessee,2013,max ,9.0,10.0,11.0,20.0,24.0,29.0,29.0,29.0,27.0,21.0,13.0,9.0
15449,tennessee,2013,mean ,5.0,4.0,6.0,13.0,18.0,23.0,23.0,23.0,21.0,15.0,7.0,4.0
15462,tennessee,2018,min ,-6.0,3.0,3.0,4.0,16.0,18.0,19.0,19.0,18.0,10.0,2.0,1.0
15463,tennessee,2018,max ,6.0,14.0,14.0,18.0,28.0,31.0,31.0,30.0,29.0,22.0,12.0,10.0
15464,tennessee,2018,mean ,0.0,9.0,9.0,11.0,22.0,24.0,26.0,24.0,23.0,16.0,7.0,6.0
15477,tennessee,2023,min ,2.0,3.0,4.0,7.0,13.0,16.0,19.0,19.0,15.0,9.0,,
15478,tennessee,2023,max ,12.0,14.0,17.0,21.0,25.0,28.0,31.0,30.0,28.0,23.0,,
15479,tennessee,2023,mean ,7.0,9.0,10.0,14.0,19.0,22.0,25.0,24.0,21.0,16.0,,
15729,texas,1978,min ,-3.0,-1.0,5.0,12.0,16.0,20.0,22.0,21.0,18.0,11.0,8.0,1.0
